DO(ppm),pH,Temperature(*C),TDS,Health
3.9,6.9,29,194,1
4,6.9,31,156,1
3.9,7.4,31,166,1
3.5,8.3,32,132,1
4,7,28,164,1
3.7,8.6,27,137,1
4,8.4,26,137,1
3.7,7.5,26,173,1
3.9,8.5,26,196,1
3.8,7.6,31,173,1
4,8.3,31,106,1
3.7,7.3,30,144,1
3.6,7.7,28,145,1
3.6,8.1,31,163,1
4,7.6,27,143,1
3.5,8.5,28,124,1
3.7,7.7,26,185,1
3.9,7.6,26,132,1
4,8.4,29,185,1
3.6,8.1,26,126,1
3.9,7.9,27,151,1
3.5,7.1,26,196,1
3.5,7.9,29,153,1
3.9,7.6,32,126,1
4,8,27,117,1
4,7.8,29,126,1
3.7,7,31,136,1
3.8,8.1,26,164,1
3.7,8.6,28,123,1
3.5,7.1,28,163,1
3.9,6.9,31,113,1
4,8.6,29,102,1
3.8,7.4,27,101,1
4,7.9,29,197,1
3.9,7.2,26,126,1
3.9,8.6,32,145,1
3.9,6.8,33,119,1
3.7,8.7,26,132,1
3.5,7.4,27,126,1
3.6,7.3,28,172,1
4,7,33,162,1
4,8.6,26,105,1
3.9,7.6,27,191,1
3.8,7.3,31,128,1
3.8,7.3,26,190,1
3.6,6.8,27,138,1
3.6,7.5,31,112,1
3.9,7.7,28,129,1
3.6,8.2,27,103,1
3.5,7.8,32,135,1
3.7,7,29,128,1
3.6,7.2,26,128,1
3.7,7.4,32,156,1
3.7,8.2,28,125,1
3.8,7.5,26,102,1
3.9,8.4,40,129,1
4,8.7,30,160,1
3.5,7.3,30,186,1
3.5,6.8,30,117,1
4,8.6,30,163,1
4,6.9,32,184,1
3.6,7.6,26,171,1
4,8.3,32,104,1
3.6,8.2,28,182,1
3.6,7.5,28,191,1
3.7,7.2,32,152,1
3.6,7.5,32,158,1
3.6,8.6,29,195,1
4,7.7,32,157,1
3.8,8.1,27,197,1
3.7,7.9,32,101,1
3.5,8.2,30,119,1
3.8,7.3,29,185,1
3.7,6.8,27,194,1
3.8,7.8,26,167,1
4,8,27,127,1
3.7,6.8,27,179,1
3.9,8,32,176,1
3.8,6.8,27,182,1
3.6,8,29,127,1
3.6,8.4,29,178,1
3.7,7.2,26,129,1
3.7,7.9,28,171,1
3.9,7.9,31,150,1
3.5,6.9,30,158,1
3.8,8.4,29,103,1
3.8,8.6,32,193,1
3.7,8.4,31,114,1
4,7.9,30,179,1
3.5,8.3,31,111,1
3.7,8.3,28,184,1
3.5,6.9,26,158,1
3.5,6.8,32,169,1
4,8.6,31,181,1
3.9,8.5,27,180,1
3.6,8.6,27,177,1
3.8,7.4,28,189,1
3.5,7.8,31,178,1
3.6,8.2,27,148,1
3.9,6.8,29,169,1
3.7,8.5,26,181,1
3.8,6.9,26,127,1
3.8,8.3,30,155,1
3.9,6.8,29,198,1
3.8,7.5,28,124,1
3.9,8.4,30,178,1
3.5,8.4,29,198,1
3.9,8.2,32,118,1
3.8,8.2,30,100,1
3.5,7.6,31,132,1
4,8.2,27,197,1
3.5,7.6,28,157,1
3.9,8.7,29,112,1
3.8,6.8,32,113,1
3.8,7.5,27,154,1
3.7,7.1,28,123,1
4,7.8,27,170,1
3.9,7.1,30,101,1
3.8,6.8,29,176,1
3.5,8.5,26,169,1
3.9,7.8,32,198,1
4,7.9,29,156,1
3.6,7.6,29,164,1
3.7,8.5,30,113,1
3.6,7.3,32,116,1
3.7,7.3,30,166,1
3.9,7.9,32,175,1
3.6,8.5,31,159,1
3.8,8.3,32,178,1
3.7,7.4,27,119,1
3.9,7.4,30,163,1
3.6,7.7,30,198,1
3.7,7.8,27,150,1
3.6,7.2,27,144,1
3.9,8.3,41,125,1
3.9,8.6,27,149,1
3.6,7.9,28,176,1
4,8.6,26,101,1
3.6,6.8,28,191,1
3.7,8.2,26,112,1
3.6,8.3,27,148,1
3.6,7.7,31,101,1
4,7.8,29,193,1
3.7,6.8,27,117,1
3.6,7,26,195,1
3.8,7.2,30,133,1
3.6,8.7,28,113,1
3.8,7.3,28,143,1
3.9,7.2,29,171,1
3.5,8.7,31,122,1
3.9,8.6,42,177,1
3.7,7.9,32,142,1
3.9,8.4,27,125,1
3.7,8.7,32,187,1
3.7,8.7,26,125,1
3.7,8.1,32,148,1
3.6,6.9,32,112,1
3.5,8,27,200,1
3.8,7.9,28,116,1
3.8,7.2,27,161,1
3.7,8.1,29,104,1
3.7,7.4,26,128,1
3.5,8,31,132,1
4,7.8,30,113,1
4,7.4,31,167,1
3.7,6.8,28,116,1
3.5,8,27,105,1
3.5,8.4,32,188,1
3.5,8.7,32,134,1
3.9,8.1,26,137,1
3.7,7,31,134,1
3.9,8.7,30,110,1
3.7,8.5,32,164,1
3.6,7.4,26,146,1
4,7.7,26,162,1
3.5,7.5,27,186,1
3.9,7.1,27,110,1
3.7,7.7,37,109,1
3.6,7.9,27,177,1
3.8,7.5,29,146,1
3.5,7.2,32,111,1
3.6,8.4,32,132,1
3.8,7,26,118,1
4,7.2,31,172,1
3.8,7.3,28,138,1
4,7.3,29,117,1
3.9,8.7,30,123,1
3.5,8.2,27,118,1
3.9,7.9,28,146,1
3.7,8.7,30,197,1
4,7.9,29,110,1
3.8,7.8,32,111,1
3.9,7.4,32,108,1
3.6,7.8,32,106,1
3.9,8.7,29,160,1
3.5,8.3,30,127,1
4,8.5,31,184,1
3.8,8.7,27,200,1
3.5,8.2,28,182,1
3.6,7.2,30,133,1
4,8,31,181,1
3.7,7.1,31,132,1
3.8,8.5,28,166,1
3.7,8.7,28,195,1
3.6,6.9,28,103,1
3.8,7.7,28,147,1
3.7,7.2,27,146,1
3.6,7.4,27,155,1
3.9,8.6,31,193,1
3.9,7.8,28,190,1
3.9,7.3,30,184,1
3.7,7.2,28,196,1
4,7.8,32,129,1
3.8,6.9,28,120,1
3.8,7.6,29,167,1
3.7,7.5,32,123,1
3.5,7,31,175,1
3.9,6.9,26,173,1
3.8,6.8,27,173,1
3.6,7.5,27,109,1
3.9,8.4,32,188,1
3.6,8.7,30,172,1
3.7,8.6,29,139,1
3.7,8.1,27,186,1
3.9,8.1,29,177,1
3.7,7.7,27,170,1
4,7,28,156,1
3.7,7.4,28,135,1
3.8,8.5,30,137,1
3.9,8,31,109,1
3.5,8.7,32,195,1
3.6,8.1,32,166,1
4,6.8,31,196,1
4,8.7,26,184,1
4,7.6,37,159,1
3.5,8.6,28,135,1
4,7.2,32,125,1
4,7.1,30,177,1
3.6,8.4,31,153,1
3.5,8.6,29,101,1
4,7.7,32,182,1
3.8,7.6,31,131,1
3.5,7.2,28,126,1
3.5,8.3,31,103,1
3.5,7.4,30,101,1
3.5,8.5,31,180,1
3.6,7.5,35,105,1
3.5,7.9,27,165,1
3.6,6.8,32,168,1
3.5,8.7,28,171,1
3.7,7.9,32,159,1
4,6.8,30,164,1
3.9,7.9,30,189,1
3.9,8.3,31,131,1
4,8,29,197,1
3.8,7.3,27,183,1
3.7,8.2,28,131,1
3.6,7.3,29,142,1
4,7.5,30,193,1
3.9,8.6,28,151,1
3.6,7.9,32,110,1
3.6,8.7,30,118,1
3.8,7.2,29,122,1
3.8,7.7,29,115,1
3.9,8,27,196,1
3.6,8.2,30,132,1
3.5,7.4,30,138,1
3.8,8.3,32,134,1
3.9,7.9,29,110,1
3.7,7.7,29,104,1
4,7.6,41,200,1
3.5,8.7,31,171,1
3.6,7.1,32,127,1
3.8,8.3,26,102,1
3.6,8,31,128,1
3.9,8.1,32,174,1
3.5,8.7,26,112,1
3.6,6.8,32,114,1
3.5,8.2,28,138,1
4,8.5,32,163,1
4,7,30,185,1
3.7,7.8,30,132,1
3.7,7.3,32,154,1
4,8.3,26,129,1
3.7,8.5,27,115,1
3.6,7,28,186,1
3.7,7.2,30,138,1
3.8,7.4,29,125,1
3.6,8,26,129,1
3.9,7.1,30,168,1
3.7,8,31,188,1
3.9,7.5,26,160,1
3.7,8.1,31,114,1
3.9,7.3,28,170,1
3.6,8.5,32,197,1
4,7.2,39,165,1
3.6,8.1,26,199,1
3.9,7.4,28,189,1
3.6,6.9,29,114,1
3.9,8.6,31,181,1
3.7,8.1,28,197,1
3.9,7.8,27,115,1
4,7,40,178,1
3.8,8.5,27,199,1
3.7,6.9,30,104,1
3.7,7.4,30,112,1
3.5,8.7,32,130,1
3.6,8.2,27,169,1
3.8,7.8,27,153,1
3.6,8,30,170,1
3.6,7.7,28,105,1
3.7,8.2,26,102,1
3.7,8.4,27,111,1
3.5,7.2,29,118,1
3.8,6.8,27,178,1
4,8.3,27,135,1
4,6.9,29,198,1
4,6.8,27,188,1
3.8,8,31,167,1
3.8,7,27,194,1
3.6,7.5,32,197,1
3.9,7.1,28,160,1
3.9,8.3,32,115,1
3.8,7.7,26,200,1
3.5,7.4,30,199,1
4,8.5,29,128,1
3.8,6.9,31,133,1
3.9,7,28,190,1
3.9,7.5,44,105,1
4,8.7,26,181,1
4,6.8,29,157,1
4,8.4,31,140,1
3.7,7.7,28,150,1
3.8,7,27,171,1
4,8.5,32,149,1
3.7,8,35,144,1
3.8,7.8,30,156,1
4,8.4,32,165,1
4,7.7,28,120,1
3.6,8.3,28,102,1
3.5,7.4,30,140,1
4,7.6,27,195,1
3.5,8.1,26,139,1
3.8,8.7,29,136,1
3.9,7.3,30,148,1
3.6,8.6,31,191,1
3.7,8.5,26,168,1
3.7,7.7,29,188,1
4,6.9,30,109,1
3.5,6.9,29,197,1
3.5,7.1,29,131,1
3.5,7.8,32,170,1
3.6,7.7,30,187,1
3.8,8.7,26,159,1
4,7.7,30,134,1
3.5,8.4,32,167,1
3.6,8,26,188,1
3.5,8,40,143,1
3.5,8.3,26,196,1
3.9,8.4,29,110,1
3.9,7.2,29,121,1
3.8,8.7,32,124,1
3.7,8.4,32,175,1
3.5,7,29,169,1
3.7,8.5,32,154,1
3.5,8,31,175,1
3.8,8.4,32,159,1
3.9,7.3,26,159,1
3.9,7.6,32,163,1
3.9,8.7,32,139,1
3.7,7.1,29,170,1
3.9,8.6,31,160,1
3.7,7.2,28,169,1
3.5,8.6,30,116,1
3.6,8.6,28,133,1
3.7,7.8,29,151,1
4,7.7,31,135,1
3.9,8.2,27,195,1
3.9,8.3,32,184,1
3.5,7.6,27,199,1
3.6,6.8,26,173,1
4,8.2,31,166,1
3.8,7,30,160,1
3.7,7.3,28,122,1
3.9,8.7,28,158,1
3.5,7.2,26,130,1
3.5,6.8,29,150,1
3.9,8.5,26,144,1
3.5,8.6,29,137,1
4,7.2,27,150,1
3.9,7.2,40,183,1
3.7,7.3,30,181,1
3.9,8,29,186,1
3.6,7.2,27,122,1
3.8,8.3,32,135,1
3.8,8.5,30,146,1
3.5,6.8,28,123,1
3.7,8.4,29,182,1
4,8.5,29,184,1
3.9,7.3,32,177,1
3.7,8.1,27,139,1
3.7,6.8,31,189,1
3.5,8.3,31,113,1
3.8,8.1,32,138,1
3.9,7.7,30,178,1
3.9,7.2,29,155,1
3.5,6.9,29,142,1
3.5,8.1,29,168,1
4,7.4,31,102,1
3.9,7.7,32,172,1
3.6,8,27,136,1
3.6,8.7,32,132,1
3.6,8.3,28,181,1
3.9,7.1,27,155,1
3.5,7.6,30,115,1
4,8.3,26,103,1
4,8.5,30,182,1
3.8,6.8,31,178,1
3.7,8,26,196,1
3.9,8.5,32,161,1
3.5,8.6,32,120,1
3.8,6.9,31,184,1
3.5,8,32,136,1
3.9,7.3,28,194,1
3.9,8.1,26,138,1
3.6,7.6,31,189,1
3.8,7.7,26,101,1
3.6,7.2,28,138,1
3.9,7.8,31,147,1
3.8,7.2,31,119,1
3.9,7.4,29,190,1
3.5,7.6,29,128,1
3.5,7.9,27,147,1
4,6.9,31,178,1
3.6,8.7,29,134,1
3.5,8.1,26,118,1
3.6,7.3,28,151,1
3.6,8.2,30,150,1
3.6,8.3,39,105,1
3.6,7.1,31,162,1
3.8,7.7,30,146,1
3.7,7.1,27,194,1
3.8,8.4,32,133,1
3.7,8.3,28,179,1
3.7,7,32,158,1
3.9,6.9,27,171,1
3.8,7.4,30,172,1
3.6,6.9,32,181,1
3.8,7.9,29,174,1
3.6,7.8,28,185,1
4,8.1,28,139,1
3.6,7,31,171,1
3.8,7.6,26,136,1
3.9,6.9,27,129,1
4,7.1,27,181,1
3.9,8,28,117,1
3.5,7.5,28,105,1
4,7.3,32,192,1
3.6,7.1,28,199,1
3.8,8.7,39,187,1
3.6,7.8,28,153,1
3.5,8.4,26,139,1
3.8,8.7,31,136,1
3.9,6.8,27,179,1
4,7.7,30,144,1
3.8,6.9,31,129,1
3.8,6.9,30,193,1
3.9,7.6,29,152,1
3.9,7.9,29,138,1
3.8,7.4,30,120,1
3.9,8.4,26,196,1
3.7,7.1,28,108,1
3.6,7.9,31,128,1
3.9,7.4,31,123,1
3.9,8.2,29,160,1
3.7,8.3,32,157,1
3.7,8.7,28,135,1
3.7,8.4,26,130,1
3.9,8.1,29,122,1
3.6,8.7,30,187,1
3.9,8,26,152,1
4,8.7,28,185,1
3.7,8,28,117,1
3.7,7,31,157,1
3.6,8.7,37,146,1
3.6,7.1,32,186,1
4,7.4,27,180,1
3.9,7.2,31,152,1
3.9,8.4,26,115,1
3.7,8.7,26,134,1
3.7,7.9,27,199,1
3.7,8.3,27,116,1
3.7,8.3,31,200,1
3.5,8.1,27,194,1
3.5,7.6,31,184,1
3.6,6.8,29,198,1
3.6,7.8,28,152,1
3.9,8.4,27,105,1
3.8,8.4,32,169,1
3.9,7.9,27,187,1
3.6,8.5,26,100,1
3.6,8.1,26,146,1
3.7,7.4,26,192,1
3.8,8.5,27,153,1
4,8.1,28,100,1
3.8,7.9,32,198,1
3.8,7.8,28,183,1
3.8,7.1,30,136,1
3.6,8.6,32,151,1
4,8.6,29,147,1
3.9,7.8,26,107,1
3.8,7.6,31,196,1
4,8.6,29,114,1
3.9,8.3,39,147,1
3.9,8.1,31,196,1
3.5,8.6,27,164,1
4,7.3,29,131,1
4,7.7,28,164,1
3.6,7,30,127,1
3.5,8.2,27,115,1
4,6.8,28,133,1
4,8.7,28,143,1
4,8.2,27,140,1
3.9,7.4,31,177,1
3.9,8.3,32,189,1
3.7,6.8,30,135,1
3.9,7.9,30,140,1
3.5,7.9,32,142,1
3.7,7.2,32,150,1
3.8,7.3,26,114,1
3.5,7.5,30,131,1
3.8,6.8,30,103,1
4,7.7,26,186,1
3.7,8.6,31,175,1
3.6,7.6,32,178,1
3.5,8.4,28,112,1
4,6.9,41,156,1
3.7,7.8,28,142,1
3.9,7.7,32,171,1
3.6,7.3,29,184,1
3.6,8.5,38,183,1
3.6,8.4,26,146,1
3.7,7.4,41,172,1
3.5,7.5,31,130,1
3.9,8.3,30,148,1
3.7,7.1,26,198,1
3.9,7.1,27,147,1
3.5,7.5,28,153,1
3.8,6.9,30,178,1
3.7,7.4,32,107,1
3.5,8.5,28,155,1
3.6,6.8,29,150,1
3.6,7.9,26,122,1
3.7,7,30,200,1
4,7.5,29,163,1
3.5,6.8,26,200,1
4,7.3,29,111,1
3.5,8.2,30,147,1
3.6,7.5,31,129,1
3.5,6.8,27,178,1
3.7,7.4,32,190,1
3.7,7.3,27,135,1
3.5,7.9,26,135,1
3.7,8.3,26,187,1
3.9,6.8,28,120,1
3.9,7.7,26,154,1
3.8,6.8,30,167,1
3.8,7,26,188,1
3.9,7.2,32,102,1
3.6,8.7,26,102,1
3.9,7,30,150,1
3.6,7.8,32,143,1
3.5,7.1,26,199,1
3.5,7.6,32,100,1
3.9,7.2,27,138,1
3.8,7.6,26,183,1
3.6,8.2,31,161,1
4,8.2,32,159,1
3.7,8.7,32,162,1
4,8.5,30,181,1
3.8,6.8,32,186,1
3.7,6.9,31,132,1
3.6,7.5,27,169,1
3.6,8.1,31,155,1
3.5,8.4,27,135,1
3.8,8.3,29,180,1
4,7.5,29,173,1
3.6,7.7,44,191,1
4,7.6,30,108,1
3.5,7.9,30,187,1
3.9,8.6,29,180,1
3.8,8.3,28,115,1
3.6,7,27,147,1
3.8,7.2,30,174,1
3.8,7.9,32,141,1
4,7.9,27,120,1
3.9,8.6,31,138,1
3.7,7.1,31,190,1
3.7,8.6,29,151,1
3.5,7.3,28,117,1
3.6,6.8,28,166,1
3.9,7.1,26,107,1
3.9,7,28,182,1
3.7,8.7,28,133,1
3.6,8.5,29,137,1
3.6,8.6,38,200,1
3.6,6.9,28,120,1
3.8,7.7,28,175,1
3.6,8.7,27,134,1
3.6,7.5,30,116,1
3.7,7,28,182,1
4,7.9,32,108,1
3.7,7.5,27,105,1
3.6,7.3,31,102,1
3.8,8.3,31,112,1
4,8.2,26,149,1
4,7.2,28,126,1
3.5,7.4,30,133,1
3.9,7.8,28,136,1
3.6,8.6,37,136,1
3.8,7.8,42,164,1
3.6,7.1,27,168,1
3.5,8,29,144,1
3.6,8.3,30,179,1
3.7,8,30,184,1
3.8,7.1,28,144,1
3.5,8.3,30,160,1
3.8,6.8,32,200,1
3.7,8.2,29,120,1
3.5,8,26,125,1
3.8,7.1,30,170,1
4,8.3,26,147,1
3.8,7,30,110,1
3.5,8.1,32,150,1
3.5,8.5,28,160,1
3.9,7,28,168,1
3.6,7,27,106,1
3.8,7.7,26,132,1
4,8.3,27,148,1
3.8,8.1,32,128,1
3.7,8.7,32,110,1
3.8,8.3,34,110,1
3.5,8.1,42,157,1
3.6,7.2,26,129,1
3.8,7.2,29,196,1
3.6,7.7,28,120,1
3.9,7.6,31,150,1
3.5,7.8,27,154,1
3.7,8.7,27,185,1
3.9,7,31,178,1
3.9,7.4,27,185,1
3.7,7.1,31,141,1
3.8,7,27,122,1
3.9,6.9,26,157,1
4,8.3,31,143,1
3.8,8.7,32,292,1
3.6,7.6,27,245,1
3.8,7.2,28,267,1
3.8,8,29,226,1
3.7,7,27,279,1
4,8.5,28,273,1
3.9,8.4,32,252,1
3.6,8,30,215,1
3.9,7.6,28,224,1
3.6,8.6,31,294,1
3.6,6.9,27,204,1
3.7,8.2,26,243,1
3.7,7.6,29,212,1
4,6.8,31,220,1
3.5,7.9,27,300,1
3.6,8.7,31,222,1
3.6,7.4,29,271,1
3.9,8.6,27,293,1
4,7.5,26,252,1
3.7,6.9,28,227,1
4,6.9,29,227,1
3.6,7.5,29,207,1
3.9,7.9,27,249,1
4,7.1,31,278,1
3.7,7.1,32,297,1
3.8,8.4,28,203,1
3.8,7.3,32,224,1
3.8,8.1,30,263,1
4,7.5,32,295,1
4,7.3,30,223,1
3.5,6.8,29,204,1
3.9,7.7,27,228,1
3.9,7,26,292,1
3.5,8,29,276,1
3.9,7.1,26,205,1
3.7,6.9,26,288,1
4,8,29,240,1
3.6,7.7,31,219,1
3.9,8.5,27,238,1
4,8.3,29,249,1
3.9,8.3,28,217,1
3.7,7.3,39,238,1
3.5,7,29,252,1
3.9,7.6,29,202,1
3.8,8.6,27,247,1
3.8,8,27,239,1
3.5,7.2,32,261,1
3.9,6.9,28,293,1
3.5,8.7,30,264,1
3.9,7.2,26,280,1
4,7.9,31,266,1
3.7,7.6,30,232,1
3.6,7.1,28,251,1
3.7,8.2,26,291,1
3.6,6.9,29,253,1
4,8,29,264,1
4,8.6,32,253,1
3.5,7,26,260,1
3.9,6.9,30,221,1
3.7,8.5,26,287,1
3.7,7.9,30,253,1
3.7,8.1,30,275,1
3.6,7.6,26,289,1
3.6,7.4,29,277,1
4,8.5,32,275,1
3.5,8.4,27,270,1
3.6,6.8,32,210,1
3.9,6.8,29,235,1
3.7,8.7,27,279,1
3.9,8.2,28,225,1
3.5,7.5,30,291,1
3.6,8.5,26,257,1
3.7,7.7,26,268,1
3.5,8.7,32,233,1
3.6,7.4,27,253,1
4,8.2,31,296,1
3.7,7.3,31,282,1
3.8,7.2,31,263,1
4,6.9,32,286,1
3.7,7.1,29,271,1
3.5,7.5,27,253,1
3.8,7.5,28,223,1
3.6,7.3,32,256,1
3.5,7.2,31,245,1
4,8,30,229,1
4,7,28,241,1
3.7,7.1,29,272,1
3.7,7.3,32,204,1
3.7,6.8,30,296,1
3.6,7.4,27,235,1
3.6,7.8,32,230,1
3.7,8.1,30,238,1
4,6.8,26,253,1
4,8.4,27,239,1
3.9,7.4,28,298,1
3.9,6.8,28,212,1
4,7.2,31,258,1
3.7,8.1,30,231,1
3.6,7.8,31,210,1
3.5,7.5,29,236,1
3.7,7.5,27,235,1
3.9,7.1,26,246,1
3.6,8,32,232,1
3.8,7.2,32,218,1
3.7,7.8,29,257,1
3.9,8.6,43,258,1
3.7,7.2,29,222,1
4,7,28,280,1
3.7,7.8,27,266,1
3.9,8.2,26,222,1
3.6,8.2,39,255,1
3.8,8,41,250,1
3.5,8.5,32,248,1
3.9,8.4,29,207,1
4,7.5,26,295,1
3.7,7.6,31,226,1
4,8.1,26,293,1
3.5,7.3,27,241,1
4,7.4,29,215,1
3.7,8.6,27,211,1
3.9,7.8,26,288,1
4,7.6,31,247,1
3.5,8.6,30,222,1
3.7,7,32,273,1
3.9,7.1,27,246,1
4,8.2,30,249,1
3.8,7.2,32,229,1
3.8,8.3,28,238,1
3.8,8.2,30,268,1
3.9,7.8,26,273,1
4,6.9,31,205,1
4,8.3,30,216,1
4,7.4,31,224,1
3.6,8,30,296,1
3.6,7,26,209,1
3.5,8.5,26,207,1
3.7,6.8,31,204,1
3.8,7.2,28,236,1
3.5,8.3,27,241,1
4,6.8,29,223,1
3.5,7.1,32,246,1
3.9,8,33,213,1
3.5,7.6,27,262,1
4,7.8,30,266,1
3.8,7.5,27,221,1
3.5,7.8,26,253,1
3.8,7,31,245,1
3.5,7.3,30,211,1
4,7.3,29,234,1
3.8,7.5,28,259,1
3.7,8.6,28,277,1
4,7.6,30,225,1
3.6,8.3,27,285,1
3.5,8.7,28,216,1
3.6,7,29,202,1
3.9,8.6,30,264,1
4,7.6,32,266,1
4,8.7,32,252,1
3.7,7.9,28,211,1
3.7,8.6,32,217,1
3.9,8.3,32,257,1
3.7,7.3,30,236,1
3.5,8,28,202,1
3.8,7,26,248,1
4,8.4,29,208,1
3.6,8.3,27,247,1
3.8,8,26,228,1
4,7.2,32,213,1
4,8.3,29,286,1
3.6,8.5,30,205,1
3.6,8.6,28,299,1
3.7,7.1,31,269,1
3.7,6.9,39,237,1
3.5,8.2,29,248,1
3.7,7.3,31,261,1
3.7,8.5,29,275,1
3.6,7,32,241,1
4,7.2,31,256,1
3.9,8.3,34,296,1
3.8,7,27,214,1
3.6,8,29,288,1
3.6,7.5,27,253,1
4,7.4,28,288,1
3.7,8.2,28,249,1
3.6,8.2,26,271,1
4,8.7,32,249,1
3.5,7.9,32,255,1
3.8,8.3,32,267,1
4,8.4,26,210,1
4,8,28,270,1
4,7.2,29,260,1
4,7.2,26,250,1
4,7.2,30,245,1
3.7,8.1,27,232,1
3.5,7.3,27,267,1
3.9,6.9,30,271,1
3.8,8.1,31,295,1
3.9,8.3,31,250,1
3.9,7.1,26,208,1
3.5,7.5,28,292,1
3.6,8.5,30,284,1
3.5,6.9,27,221,1
3.8,7.9,28,246,1
4,7.5,30,204,1
3.8,6.9,26,221,1
3.5,8.2,30,234,1
4,8.4,29,222,1
3.8,7.7,30,256,1
3.8,8.4,27,218,1
3.7,7.7,30,234,1
4,8,32,235,1
4,8.6,32,264,1
3.7,7.6,31,236,1
3.6,7,32,206,1
3.7,6.9,30,277,1
3.5,8.5,29,209,1
3.5,8.3,30,219,1
3.8,7.7,27,256,1
4,6.8,29,219,1
3.7,7.5,26,203,1
4,6.9,29,254,1
3.9,8.2,29,297,1
3.9,7.4,32,251,1
3.5,8.6,32,204,1
3.8,8.7,30,280,1
3.9,8,28,209,1
3.9,7.7,32,202,1
3.5,8.4,26,243,1
3.7,7,29,249,1
3.6,7.4,26,285,1
3.8,7.7,31,265,1
3.8,7.5,31,239,1
4,7.9,29,255,1
3.7,8.3,30,281,1
3.7,8.3,32,282,1
3.6,6.8,31,266,1
4,7.6,27,276,1
4,7.6,29,277,1
3.6,7.1,27,228,1
3.6,7.7,27,248,1
4,7.1,27,287,1
3.8,7.4,26,58,1
3.9,6.9,28,65,1
3.7,7.1,31,81,1
3.9,8.4,27,68,1
3.6,6.8,28,91,1
3.6,7.5,29,87,1
3.8,8,30,71,1
3.5,8.4,31,85,1
3.6,6.8,30,92,1
3.6,7.1,29,92,1
3.6,6.9,32,90,1
3.7,8.3,27,93,1
4,8.6,27,53,1
3.7,7,30,61,1
4,7.7,32,75,1
3.7,7.7,31,65,1
3.8,8.3,30,75,1
3.9,7.5,32,77,1
3.8,7,31,51,1
3.8,8,29,68,1
3.6,8.2,26,63,1
3.8,7.7,45,59,1
3.9,8.1,41,94,1
3.8,7.5,29,64,1
4,7.4,27,87,1
3.9,8.4,30,83,1
3.7,7.9,28,83,1
3.8,8.7,29,59,1
3.6,8.3,31,54,1
3.8,6.8,27,90,1
4,8.5,26,98,1
3.7,7.9,29,53,1
4,7,30,74,1
3.5,7.4,26,81,1
3.8,8.7,27,82,1
3.9,6.8,31,92,1
3.7,8.2,27,59,1
3.5,8.6,32,59,1
3.6,7.2,26,55,1
3.5,7.5,29,73,1
3.6,7.8,26,91,1
3.9,8.2,30,55,1
3.8,7.5,26,64,1
3.7,7.3,35,86,1
3.8,7.4,26,51,1
3.8,7.9,32,51,1
4,6.8,32,64,1
3.8,7.8,32,52,1
3.5,8,27,97,1
3.7,7.2,32,68,1
3.9,8.3,29,88,1
3.9,7,27,99,1
3.8,7.6,32,73,1
3.5,7.1,27,61,1
3.8,7,26,65,1
3.5,7.6,28,63,1
4,7.6,32,77,1
3.5,7.5,30,75,1
3.7,8.2,27,72,1
3.7,7,28,92,1
4,8,28,71,1
3.9,7,26,70,1
3.9,8.1,27,68,1
3.6,8.6,26,94,1
3.5,7.9,29,57,1
3.6,8.5,26,73,1
3.5,8.4,34,94,1
3.7,8.7,28,90,1
3.9,7.7,32,63,1
3.9,8.1,32,60,1
3.9,7.2,26,63,1
3.5,7,30,92,1
3.6,7.3,27,93,1
3.6,7.9,28,93,1
3.9,7.4,26,82,1
3.9,8.5,31,69,1
3.7,8,30,89,1
4,8.3,36,78,1
3.6,8.3,29,74,1
3.5,7.3,27,91,1
4,8,27,84,1
3.7,7.9,29,96,1
3.5,8.6,29,89,1
3.9,6.8,31,65,1
3.8,7.9,27,66,1
3.6,8.5,28,62,1
3.6,6.9,27,85,1
3.7,7.2,28,57,1
3.9,7.7,27,73,1
3.9,8.4,29,73,1
3.9,6.8,29,70,1
4,7.2,30,60,1
3.6,7,27,73,1
3.7,8.7,26,98,1
3.9,8.2,30,100,1
3.6,6.8,40,74,1
3.5,8.6,30,55,1
3.9,7.8,26,58,1
4,8.6,27,70,1
3.6,7.5,32,77,1
3.6,7,32,68,1
3.5,7.3,30,57,1
3.9,8.1,32,63,1
4,8.2,26,93,1
3.7,8,40,69,1
4,7.9,30,93,1
3.5,7.3,31,89,1
3.9,7.7,26,96,1
3.7,7.9,28,50,1
3.6,7.8,30,79,1
3.8,6.8,32,97,1
3.8,8.2,29,91,1
3.7,7.7,32,86,1
3.9,8.4,30,83,1
3.5,6.9,30,91,1
3.9,7.5,29,59,1
3.9,7.3,30,70,1
4,7.6,28,74,1
3.8,7.9,27,98,1
3.8,7.4,28,80,1
3.7,6.8,28,83,1
3.8,6.8,30,50,1
4,8.4,32,52,1
3.9,7.6,31,60,1
3.7,7.1,31,76,1
3.5,8.2,28,71,1
3.9,7.5,32,69,1
3.7,8.5,32,92,1
3.6,7.8,28,54,1
3.5,7.9,26,53,1
3.9,7.1,30,98,1
3.7,8.4,29,91,1
3.7,8.6,28,70,1
3.5,7.7,27,80,1
3.8,8.4,28,74,1
3.5,8.3,32,59,1
4,7.2,30,58,1
3.6,8.6,30,92,1
4,8.5,31,79,1
4,7.4,26,72,1
3.5,7.7,28,74,1
4,8.5,31,52,1
3.8,8.1,32,89,1
